state_abbr,city,street,city_slug,street_slug,url
MT,Billings,548 Main St,billings,548-main-st,https://locations.chipotle.com/mt/billings/548-main-st
IL,Minooka,462 W Mondamin St,minooka,462-w-mondamin-st,https://locations.chipotle.com/il/minooka/462-w-mondamin-st
PA,Pittsburgh,978 Greentree Rd,pittsburgh,978-greentree-rd,https://locations.chipotle.com/pa/pittsburgh/978-greentree-rd
CA,Sanger,2880 Jensen Ave,sanger,2880-jensen-ave,https://locations.chipotle.com/ca/sanger/2880-jensen-ave
IL,Lansing,2302 Thornton Lansing Rd,lansing,2302-thornton-lansing-rd,https://locations.chipotle.com/il/lansing/2302-thornton-lansing-rd
NV,Elko,2405 Mountain City Hwy,elko,2405-mountain-city-hwy,https://locations.chipotle.com/nv/elko/2405-mountain-city-hwy
MD,Glen Burnie,920 Cromwell Park Dr,glen-burnie,920-cromwell-park-dr,https://locations.chipotle.com/md/glen-burnie/920-cromwell-park-dr
OH,Parma,1642 Snow Rd,parma,1642-snow-rd,https://locations.chipotle.com/oh/parma/1642-snow-rd
KY,Lexington,3900 Fountainblue Ln,lexington,3900-fountainblue-ln,https://locations.chipotle.com/ky/lexington/3900-fountainblue-ln
FL,Longwood,860 W Fl 434,longwood,860-w-fl-434,https://locations.chipotle.com/fl/longwood/860-w-fl-434
MI,Detroit,630 Woodward Ave,detroit,630-woodward-ave,https://locations.chipotle.com/mi/detroit/630-woodward-ave
IL,Des Plaines,1361 Lee St,des-plaines,1361-lee-st,https://locations.chipotle.com/il/des-plaines/1361-lee-st
OH,Westlake,25350 Detroit Rd,westlake,25350-detroit-rd,https://locations.chipotle.com/oh/westlake/25350-detroit-rd
WI,Oshkosh,440 S Koeller St,oshkosh,440-s-koeller-st,https://locations.chipotle.com/wi/oshkosh/440-s-koeller-st
IL,Barrington,550 N Hough St,barrington,550-n-hough-st,https://locations.chipotle.com/il/barrington/550-n-hough-st
NJ,Mount Laurel,3109 Route 38,mount-laurel,3109-route-38,https://locations.chipotle.com/nj/mount-laurel/3109-route-38
PA,Douglassville,15 Maplewood Dr,douglassville,15-maplewood-dr,https://locations.chipotle.com/pa/douglassville/15-maplewood-dr
TX,Houston,11710 South Fwy,houston,11710-south-fwy,https://locations.chipotle.com/tx/houston/11710-south-fwy
FL,Orlando,6756 Grand National Dr,orlando,6756-grand-national-dr,https://locations.chipotle.com/fl/orlando/6756-grand-national-dr
CA,Clovis,3620 Shaw Ave,clovis,3620-shaw-ave,https://locations.chipotle.com/ca/clovis/3620-shaw-ave
OH,New Albany,9825 Johnstown Rd,new-albany,9825-johnstown-rd,https://locations.chipotle.com/oh/new-albany/9825-johnstown-rd
PA,New Castle,2541 W State St,new-castle,2541-w-state-st,https://locations.chipotle.com/pa/new-castle/2541-w-state-st
VA,Charlottesville,109 Community St,charlottesville,109-community-st,https://locations.chipotle.com/va/charlottesville/109-community-st
MD,Upper Marlboro,7623 S Osborne Rd,upper-marlboro,7623-s-osborne-rd,https://locations.chipotle.com/md/upper-marlboro/7623-s-osborne-rd
PA,Sadsbury Township,506 Nova Way,sadsbury-township,506-nova-way,https://locations.chipotle.com/pa/sadsbury-township/506-nova-way
MS,Oxford,702 Sisk Ave,oxford,702-sisk-ave,https://locations.chipotle.com/ms/oxford/702-sisk-ave
GA,Mcdonough,1020 Chen Pkwy,mcdonough,1020-chen-pkwy,https://locations.chipotle.com/ga/mcdonough/1020-chen-pkwy
NC,Forest City,176 Sparks Dr,forest-city,176-sparks-dr,https://locations.chipotle.com/nc/forest-city/176-sparks-dr
CA,Winchester,32915 Western Hills Dr,winchester,32915-western-hills-dr,https://locations.chipotle.com/ca/winchester/32915-western-hills-dr
FL,Miami,2750 Sw 27th Ter,miami,2750-sw-27th-ter,https://locations.chipotle.com/fl/miami/2750-sw-27th-ter
NY,Brooklyn,192 Prospect Park W,brooklyn,192-prospect-park-w,https://locations.chipotle.com/ny/brooklyn/192-prospect-park-w
WA,Vancouver,1600 Washington St,vancouver,1600-washington-st,https://locations.chipotle.com/wa/vancouver/1600-washington-st
OH,Avon,1485 Nagel Rd,avon,1485-nagel-rd,https://locations.chipotle.com/oh/avon/1485-nagel-rd
TX,Spring Branch,414 Singing Oaks,spring-branch,414-singing-oaks,https://locations.chipotle.com/tx/spring-branch/414-singing-oaks
TX,Conroe,16966 Concord Dr,conroe,16966-concord-dr,https://locations.chipotle.com/tx/conroe/16966-concord-dr
LA,Baton Rouge,6330 Siegen Ln,baton-rouge,6330-siegen-ln,https://locations.chipotle.com/la/baton-rouge/6330-siegen-ln
NC,Asheboro,1501 E Dixie Dr,asheboro,1501-e-dixie-dr,https://locations.chipotle.com/nc/asheboro/1501-e-dixie-dr
NY,Yorktown Heights,3180 Crompond Rd,yorktown-heights,3180-crompond-rd,https://locations.chipotle.com/ny/yorktown-heights/3180-crompond-rd
TX,Houston,8825 West Loop S,houston,8825-west-loop-s,https://locations.chipotle.com/tx/houston/8825-west-loop-s
NJ,Absecon,420 White Horse Pike,absecon,420-white-horse-pike,https://locations.chipotle.com/nj/absecon/420-white-horse-pike
PA,Somerset,1180 N Center Ave,somerset,1180-n-center-ave,https://locations.chipotle.com/pa/somerset/1180-n-center-ave
MN,Saint Michael,726 Central Ave E,saint-michael,726-central-ave-e,https://locations.chipotle.com/mn/saint-michael/726-central-ave-e
IA,Coralville,3260 Redhawk St,coralville,3260-redhawk-st,https://locations.chipotle.com/ia/coralville/3260-redhawk-st
FL,Wesley Chapel,28906 Sr 54,wesley-chapel,28906-sr-54,https://locations.chipotle.com/fl/wesley-chapel/28906-sr-54
MD,Cambridge,Sunburst Highway,cambridge,sunburst-highway,https://locations.chipotle.com/md/cambridge/sunburst-highway
KY,Versailles,263 Kroger Way,versailles,263-kroger-way,https://locations.chipotle.com/ky/versailles/263-kroger-way
ID,Meridian,1737 S Meridian Rd,meridian,1737-s-meridian-rd,https://locations.chipotle.com/id/meridian/1737-s-meridian-rd
NJ,Vineland,1025 W Landis Ave,vineland,1025-w-landis-ave,https://locations.chipotle.com/nj/vineland/1025-w-landis-ave
WI,Grafton,1620 Port Washington Rd,grafton,1620-port-washington-rd,https://locations.chipotle.com/wi/grafton/1620-port-washington-rd
MD,Bel Air,2699 Tobin Crse,bel-air,2699-tobin-crse,https://locations.chipotle.com/md/bel-air/2699-tobin-crse
OK,Tulsa,7655 S Olympia Ave,tulsa,7655-s-olympia-ave,https://locations.chipotle.com/ok/tulsa/7655-s-olympia-ave
FL,Bartow,410 E Van Fleet Dr,bartow,410-e-van-fleet-dr,https://locations.chipotle.com/fl/bartow/410-e-van-fleet-dr
FL,Royal Palm Beach,11929 Southern Blvd,royal-palm-beach,11929-southern-blvd,https://locations.chipotle.com/fl/royal-palm-beach/11929-southern-blvd
CA,Vacaville,851 Davis St,vacaville,851-davis-st,https://locations.chipotle.com/ca/vacaville/851-davis-st
AL,Moody,2001 Moody Pkwy,moody,2001-moody-pkwy,https://locations.chipotle.com/al/moody/2001-moody-pkwy
WA,Bellingham,104 Samish Way,bellingham,104-samish-way,https://locations.chipotle.com/wa/bellingham/104-samish-way
NJ,Bridgeton,14 Centerton Road,bridgeton,14-centerton-road,https://locations.chipotle.com/nj/bridgeton/14-centerton-road
CA,Blythe,100 S Lovekin Blvd,blythe,100-s-lovekin-blvd,https://locations.chipotle.com/ca/blythe/100-s-lovekin-blvd
PA,Lewistown,10444 Us Highway 522 S,lewistown,10444-us-highway-522-s,https://locations.chipotle.com/pa/lewistown/10444-us-highway-522-s
CO,Denver,5560 Tower Rd,denver,5560-tower-rd,https://locations.chipotle.com/co/denver/5560-tower-rd
DC,Washington,1150 1st St Ne,washington,1150-1st-st-ne,https://locations.chipotle.com/dc/washington/1150-1st-st-ne
TX,San Marcos,1506 N Ih 35,san-marcos,1506-n-ih-35,https://locations.chipotle.com/tx/san-marcos/1506-n-ih-35
MI,Plymouth,47135 Five Mile Rd,plymouth,47135-five-mile-rd,https://locations.chipotle.com/mi/plymouth/47135-five-mile-rd
OH,Mentor On The Lake,5995 Andrews Rd,mentor-on-the-lake,5995-andrews-rd,https://locations.chipotle.com/oh/mentor-on-the-lake/5995-andrews-rd
CA,San Diego,8856 Navajo Rd,san-diego,8856-navajo-rd,https://locations.chipotle.com/ca/san-diego/8856-navajo-rd
OR,Klamath Falls,2508 S 6th St,klamath-falls,2508-s-6th-st,https://locations.chipotle.com/or/klamath-falls/2508-s-6th-st
OR,Eugene,2840 Willamette St,eugene,2840-willamette-st,https://locations.chipotle.com/or/eugene/2840-willamette-st
OH,Wooster,133 Beall Ave,wooster,133-beall-ave,https://locations.chipotle.com/oh/wooster/133-beall-ave
MN,Buffalo,1200 State Hw 25 N,buffalo,1200-state-hw-25-n,https://locations.chipotle.com/mn/buffalo/1200-state-hw-25-n
OR,Portland,12035 Ne Halsey St,portland,12035-ne-halsey-st,https://locations.chipotle.com/or/portland/12035-ne-halsey-st
GA,Evans,710 Province Way,evans,710-province-way,https://locations.chipotle.com/ga/evans/710-province-way
MI,Madison Heights,424 W 12 Mile Rd,madison-heights,424-w-12-mile-rd,https://locations.chipotle.com/mi/madison-heights/424-w-12-mile-rd
CA,Dixon,2100 N 1st St,dixon,2100-n-1st-st,https://locations.chipotle.com/ca/dixon/2100-n-1st-st
VT,Bennington,106 Northside Dr,bennington,106-northside-dr,https://locations.chipotle.com/vt/bennington/106-northside-dr
CA,Long Beach,3700 Atlantic Ave,long-beach,3700-atlantic-ave,https://locations.chipotle.com/ca/long-beach/3700-atlantic-ave
NJ,Cape May Court House,9 Broadway,cape-may-court-house,9-broadway,https://locations.chipotle.com/nj/cape-may-court-house/9-broadway
NJ,Old Bridge,2030 Us Highway 9,old-bridge,2030-us-highway-9,https://locations.chipotle.com/nj/old-bridge/2030-us-highway-9
NJ,Delran,7023 Route 130,delran,7023-route-130,https://locations.chipotle.com/nj/delran/7023-route-130
UT,Taylorsville,1796 W 5400 S,taylorsville,1796-w-5400-s,https://locations.chipotle.com/ut/taylorsville/1796-w-5400-s
CA,Visalia,530 W Riggin Ave,visalia,530-w-riggin-ave,https://locations.chipotle.com/ca/visalia/530-w-riggin-ave
NC,Harrisburg,4060 Harris Square Drive,harrisburg,4060-harris-square-drive,https://locations.chipotle.com/nc/harrisburg/4060-harris-square-drive
CT,Waterford,124 Boston Post Rd,waterford,124-boston-post-rd,https://locations.chipotle.com/ct/waterford/124-boston-post-rd
SC,Greenville,2105 Augusta St,greenville,2105-augusta-st,https://locations.chipotle.com/sc/greenville/2105-augusta-st
CO,Boulder,1262 College Ave,boulder,1262-college-ave,https://locations.chipotle.com/co/boulder/1262-college-ave
OH,Cincinnati,10613 Springfield Pike,cincinnati,10613-springfield-pike,https://locations.chipotle.com/oh/cincinnati/10613-springfield-pike
AL,Phenix City,3535 Us Highway 280431,phenix-city,3535-us-highway-280431,https://locations.chipotle.com/al/phenix-city/3535-us-highway-280431
IN,Richmond,2511 Chester Blvd,richmond,2511-chester-blvd,https://locations.chipotle.com/in/richmond/2511-chester-blvd
FL,Pompano Beach,2150 W Atlantic Blvd,pompano-beach,2150-w-atlantic-blvd,https://locations.chipotle.com/fl/pompano-beach/2150-w-atlantic-blvd
OR,Portland,10090 Se Washington St,portland,10090-se-washington-st,https://locations.chipotle.com/or/portland/10090-se-washington-st
MI,Rockford,2887 10 Mile Rd Ne,rockford,2887-10-mile-rd-ne,https://locations.chipotle.com/mi/rockford/2887-10-mile-rd-ne
TX,Arlington,4422 S Collins St,arlington,4422-s-collins-st,https://locations.chipotle.com/tx/arlington/4422-s-collins-st
CA,El Cajon,706 Fletcher Pkwy,el-cajon,706-fletcher-pkwy,https://locations.chipotle.com/ca/el-cajon/706-fletcher-pkwy
GA,Kennesaw,4194 Jiles Rd Nw,kennesaw,4194-jiles-rd-nw,https://locations.chipotle.com/ga/kennesaw/4194-jiles-rd-nw
NC,Wendell,2148 Treelight Way,wendell,2148-treelight-way,https://locations.chipotle.com/nc/wendell/2148-treelight-way
GA,South Fulton,6375 Old National Hwy,south-fulton,6375-old-national-hwy,https://locations.chipotle.com/ga/south-fulton/6375-old-national-hwy
OH,Dayton,5850 Springboro Pike,dayton,5850-springboro-pike,https://locations.chipotle.com/oh/dayton/5850-springboro-pike
CA,Emeryville,5761 Christie Ave,emeryville,5761-christie-ave,https://locations.chipotle.com/ca/emeryville/5761-christie-ave
TX,La Marque,2901 Fm 1746,la-marque,2901-fm-1746,https://locations.chipotle.com/tx/la-marque/2901-fm-1746
WA,Covington,17037 Se 272nd St,covington,17037-se-272nd-st,https://locations.chipotle.com/wa/covington/17037-se-272nd-st
GA,Athens,171 E Broad St,athens,171-e-broad-st,https://locations.chipotle.com/ga/athens/171-e-broad-st
NY,Central Valley,4 Locey Ln,central-valley,4-locey-ln,https://locations.chipotle.com/ny/central-valley/4-locey-ln
CA,Rancho Cordova,4001 Sunrise Blvd,rancho-cordova,4001-sunrise-blvd,https://locations.chipotle.com/ca/rancho-cordova/4001-sunrise-blvd
OR,Hillsboro,3010 Se Cornelius Pass Rd,hillsboro,3010-se-cornelius-pass-rd,https://locations.chipotle.com/or/hillsboro/3010-se-cornelius-pass-rd
WA,Auburn,1261 Auburn Way N,auburn,1261-auburn-way-n,https://locations.chipotle.com/wa/auburn/1261-auburn-way-n
NY,Brooklyn,1746 Atlantic Ave,brooklyn,1746-atlantic-ave,https://locations.chipotle.com/ny/brooklyn/1746-atlantic-ave
MO,Kansas City,1814 Westport Rd,kansas-city,1814-westport-rd,https://locations.chipotle.com/mo/kansas-city/1814-westport-rd
NJ,Hamilton,555 Marketplace Blvd,hamilton,555-marketplace-blvd,https://locations.chipotle.com/nj/hamilton/555-marketplace-blvd
IL,Huntley,12990 Route 47,huntley,12990-route-47,https://locations.chipotle.com/il/huntley/12990-route-47
NC,Cary,3402 Kildaire Farm Rd,cary,3402-kildaire-farm-rd,https://locations.chipotle.com/nc/cary/3402-kildaire-farm-rd
NY,Queens,40 15 Queens Blvd,queens,40-15-queens-blvd,https://locations.chipotle.com/ny/queens/40-15-queens-blvd
FL,Winter Garden,13354 Hartzog Rd,winter-garden,13354-hartzog-rd,https://locations.chipotle.com/fl/winter-garden/13354-hartzog-rd
WI,Neenah,1121 Westowne Dr,neenah,1121-westowne-dr,https://locations.chipotle.com/wi/neenah/1121-westowne-dr
TX,Cypress,20703 Tuckerton Rd,cypress,20703-tuckerton-rd,https://locations.chipotle.com/tx/cypress/20703-tuckerton-rd
AZ,Cottonwood,611 S Main St,cottonwood,611-s-main-st,https://locations.chipotle.com/az/cottonwood/611-s-main-st
AR,Hot Springs,4104 Central Ave,hot-springs,4104-central-ave,https://locations.chipotle.com/ar/hot-springs/4104-central-ave
OH,Centerville,1033 S Main St,centerville,1033-s-main-st,https://locations.chipotle.com/oh/centerville/1033-s-main-st
NV,Reno,13911 S Virginia St,reno,13911-s-virginia-st,https://locations.chipotle.com/nv/reno/13911-s-virginia-st
NY,Hamburg,5340 Southwestern Blvd,hamburg,5340-southwestern-blvd,https://locations.chipotle.com/ny/hamburg/5340-southwestern-blvd
NY,Bronx,3431 Jerome Ave,bronx,3431-jerome-ave,https://locations.chipotle.com/ny/bronx/3431-jerome-ave
GA,Madison,1931 Eatonton Rd,madison,1931-eatonton-rd,https://locations.chipotle.com/ga/madison/1931-eatonton-rd
KS,Olathe,14833 W 151st St,olathe,14833-w-151st-st,https://locations.chipotle.com/ks/olathe/14833-w-151st-st
TN,Nashville,2744 Elm Hill Pike,nashville,2744-elm-hill-pike,https://locations.chipotle.com/tn/nashville/2744-elm-hill-pike
VA,Alexandria,8790 Sacramento Dr,alexandria,8790-sacramento-dr,https://locations.chipotle.com/va/alexandria/8790-sacramento-dr
FL,Merritt Island,455 E Merritt Island Cswy,merritt-island,455-e-merritt-island-cswy,https://locations.chipotle.com/fl/merritt-island/455-e-merritt-island-cswy
SC,Seneca,13014 Clemson Blvd,seneca,13014-clemson-blvd,https://locations.chipotle.com/sc/seneca/13014-clemson-blvd
GA,Richmond Hill,2098 Us Highway 17,richmond-hill,2098-us-highway-17,https://locations.chipotle.com/ga/richmond-hill/2098-us-highway-17
TX,Anna,301 N Central Expy,anna,301-n-central-expy,https://locations.chipotle.com/tx/anna/301-n-central-expy
UT,Clinton,2654 N 2000 W,clinton,2654-n-2000-w,https://locations.chipotle.com/ut/clinton/2654-n-2000-w
TX,Kennedale,5320 Kennedale Sublett Rd,kennedale,5320-kennedale-sublett-rd,https://locations.chipotle.com/tx/kennedale/5320-kennedale-sublett-rd
FL,Deland,125 E International Speedway Blvd,deland,125-e-international-speedway-blvd,https://locations.chipotle.com/fl/deland/125-e-international-speedway-blvd
MO,Liberty,914 Route 291,liberty,914-route-291,https://locations.chipotle.com/mo/liberty/914-route-291
CT,Wilton,14 Danbury Rd,wilton,14-danbury-rd,https://locations.chipotle.com/ct/wilton/14-danbury-rd
RI,Barrington,227 County Rd,barrington,227-county-rd,https://locations.chipotle.com/ri/barrington/227-county-rd
TX,Galveston,6229 Stewart Rd,galveston,6229-stewart-rd,https://locations.chipotle.com/tx/galveston/6229-stewart-rd
IN,Saint John,9525 Wicker Ave,saint-john,9525-wicker-ave,https://locations.chipotle.com/in/saint-john/9525-wicker-ave
TX,Willis,12600 I 45 N,willis,12600-i-45-n,https://locations.chipotle.com/tx/willis/12600-i-45-n
TX,Manvel,17307 Highway 6,manvel,17307-highway-6,https://locations.chipotle.com/tx/manvel/17307-highway-6
FL,Largo,980 Missouri Ave N,largo,980-missouri-ave-n,https://locations.chipotle.com/fl/largo/980-missouri-ave-n
PA,Bloomsburg,9 Wedgetown Rd,bloomsburg,9-wedgetown-rd,https://locations.chipotle.com/pa/bloomsburg/9-wedgetown-rd
CA,Escondido,1310 W Valley Pkwy,escondido,1310-w-valley-pkwy,https://locations.chipotle.com/ca/escondido/1310-w-valley-pkwy
OH,Hartville,1111 W Maple St,hartville,1111-w-maple-st,https://locations.chipotle.com/oh/hartville/1111-w-maple-st
OR,Hillsboro,5344 Ne Brookwood Pkwy,hillsboro,5344-ne-brookwood-pkwy,https://locations.chipotle.com/or/hillsboro/5344-ne-brookwood-pkwy
CA,Los Angeles,2921 Los Feliz Blvd,los-angeles,2921-los-feliz-blvd,https://locations.chipotle.com/ca/los-angeles/2921-los-feliz-blvd
CT,Mansfield,96 Storrs Road,mansfield,96-storrs-road,https://locations.chipotle.com/ct/mansfield/96-storrs-road
MD,Rockville,5504 Norbeck Rd,rockville,5504-norbeck-rd,https://locations.chipotle.com/md/rockville/5504-norbeck-rd
OH,Cincinnati,1202 E Mcmillan St,cincinnati,1202-e-mcmillan-st,https://locations.chipotle.com/oh/cincinnati/1202-e-mcmillan-st
NC,Fort Liberty,8031 Grave St,fort-liberty,8031-grave-st,https://locations.chipotle.com/nc/fort-liberty/8031-grave-st
UT,Magna,8375 W Arbor Park Dr,magna,8375-w-arbor-park-dr,https://locations.chipotle.com/ut/magna/8375-w-arbor-park-dr
IN,Kokomo,3865 S Lafountain St,kokomo,3865-s-lafountain-st,https://locations.chipotle.com/in/kokomo/3865-s-lafountain-st
NC,Greensboro,5615 W Friendly Ave,greensboro,5615-w-friendly-ave,https://locations.chipotle.com/nc/greensboro/5615-w-friendly-ave
CA,Oakhurst,40009 Hwy 49,oakhurst,40009-hwy-49,https://locations.chipotle.com/ca/oakhurst/40009-hwy-49
NJ,Barrington,241 White Horse Pike,barrington,241-white-horse-pike,https://locations.chipotle.com/nj/barrington/241-white-horse-pike
VA,Mechanicsville,9178 Chamberlayne Rd,mechanicsville,9178-chamberlayne-rd,https://locations.chipotle.com/va/mechanicsville/9178-chamberlayne-rd
FL,Bradenton,5002 Cortez Rd W,bradenton,5002-cortez-rd-w,https://locations.chipotle.com/fl/bradenton/5002-cortez-rd-w
ID,Rexburg,1048 Tamana Drive,rexburg,1048-tamana-drive,https://locations.chipotle.com/id/rexburg/1048-tamana-drive
GA,Flowery Branch,3453 Mundy Mill Rd,flowery-branch,3453-mundy-mill-rd,https://locations.chipotle.com/ga/flowery-branch/3453-mundy-mill-rd
NJ,Avenel,1560 St Georges Avenue,avenel,1560-st-georges-avenue,https://locations.chipotle.com/nj/avenel/1560-st-georges-avenue
MI,Port Huron,3962 24th Ave,port-huron,3962-24th-ave,https://locations.chipotle.com/mi/port-huron/3962-24th-ave
FL,Altamonte Springs,760 E Altamonte Dr,altamonte-springs,760-e-altamonte-dr,https://locations.chipotle.com/fl/altamonte-springs/760-e-altamonte-dr
CA,Crescent City,895 L St,crescent-city,895-l-st,https://locations.chipotle.com/ca/crescent-city/895-l-st
PA,Meadville,11409 Vernon Pl,meadville,11409-vernon-pl,https://locations.chipotle.com/pa/meadville/11409-vernon-pl
AR,Centerton,1701 E Centerton Blvd,centerton,1701-e-centerton-blvd,https://locations.chipotle.com/ar/centerton/1701-e-centerton-blvd
NV,Las Vegas,6580 South Decatur Blvd,las-vegas,6580-south-decatur-blvd,https://locations.chipotle.com/nv/las-vegas/6580-south-decatur-blvd
MI,Grand Blanc,12720 S Saginaw St,grand-blanc,12720-s-saginaw-st,https://locations.chipotle.com/mi/grand-blanc/12720-s-saginaw-st
